Species	Protein ID	Family	Genome/EST	Category
Arabidopsis thaliana	AT4G28815.1	bHLH	Genome	TF
Arabidopsis thaliana	AT4G29930.1	bHLH	Genome	TF
Arabidopsis thaliana	AT4G29930.2	bHLH	Genome	TF
Arabidopsis thaliana	AT4G29930.3	bHLH	Genome	TF
Arabidopsis thaliana	AT4G29930.4	bHLH	Genome	TF
Arabidopsis thaliana	AT4G30980.1	bHLH	Genome	TF
Arabidopsis thaliana	AT4G33880.1	bHLH	Genome	TF
Arabidopsis thaliana	AT4G34530.1	bHLH	Genome	TF
Arabidopsis thaliana	AT4G36060.1	bHLH	Genome	TF
Arabidopsis thaliana	AT4G36060.2	bHLH	Genome	TF
Arabidopsis thaliana	AT4G36540.1	bHLH	Genome	TF
Arabidopsis thaliana	AT4G36540.2	bHLH	Genome	TF
Arabidopsis thaliana	AT4G36930.1	bHLH	Genome	TF
Arabidopsis thaliana	AT4G37850.1	bHLH	Genome	TF
Arabidopsis thaliana	AT4G38070.1	bHLH	Genome	TF
Arabidopsis thaliana	AT5G01310.1	bHLH	Genome	TF
Arabidopsis thaliana	AT5G04150.1	bHLH	Genome	TF
Arabidopsis thaliana	AT5G08130.1	bHLH	Genome	TF
Arabidopsis thaliana	AT5G08130.2	bHLH	Genome	TF
Arabidopsis thaliana	AT5G09750.1	bHLH	Genome	TF
Arabidopsis thaliana	AT5G10570.1	bHLH	Genome	TF
Arabidopsis thaliana	AT5G37800.1	bHLH	Genome	TF
Arabidopsis thaliana	AT5G38860.1	bHLH	Genome	TF
Arabidopsis thaliana	AT5G41315.1	bHLH	Genome	TF
Arabidopsis thaliana	AT5G43175.1	bHLH	Genome	TF
Arabidopsis thaliana	AT5G43650.1	bHLH	Genome	TF
Arabidopsis thaliana	AT5G46690.1	bHLH	Genome	TF
Arabidopsis thaliana	AT5G46760.1	bHLH	Genome	TF
Arabidopsis thaliana	AT5G46830.1	bHLH	Genome	TF
Arabidopsis thaliana	AT5G48560.1	bHLH	Genome	TF
Arabidopsis thaliana	AT5G50915.1	bHLH	Genome	TF
Arabidopsis thaliana	AT5G50915.2	bHLH	Genome	TF
Arabidopsis thaliana	AT5G51780.1	bHLH	Genome	TF
Arabidopsis thaliana	AT5G51790.1	bHLH	Genome	TF
Arabidopsis thaliana	AT5G53210.1	bHLH	Genome	TF
Arabidopsis thaliana	AT5G54680.1	bHLH	Genome	TF
Arabidopsis thaliana	AT5G56960.1	bHLH	Genome	TF
Arabidopsis thaliana	AT5G57150.1	bHLH	Genome	TF
Arabidopsis thaliana	AT5G57150.2	bHLH	Genome	TF
Arabidopsis thaliana	AT5G57150.3	bHLH	Genome	TF
Arabidopsis thaliana	AT5G58010.1	bHLH	Genome	TF
Arabidopsis thaliana	AT5G61270.1	bHLH	Genome	TF
Arabidopsis thaliana	AT5G61270.2	bHLH	Genome	TF
Arabidopsis thaliana	AT5G62610.1	bHLH	Genome	TF
Arabidopsis thaliana	AT5G65320.1	bHLH	Genome	TF
Arabidopsis thaliana	AT5G65640.1	bHLH	Genome	TF
Arabidopsis thaliana	AT5G65640.2	bHLH	Genome	TF
Arabidopsis thaliana	AT5G67060.1	bHLH	Genome	TF
Arabidopsis thaliana	AT5G67110.1	bHLH	Genome	TF
Arabidopsis thaliana	AT5G67110.2	bHLH	Genome	TF
Arabidopsis thaliana	AT1G03350.1	BSD	Genome	TF
Arabidopsis thaliana	AT1G10720.1	BSD	Genome	TF
Arabidopsis thaliana	AT1G26300.1	BSD	Genome	TF
Arabidopsis thaliana	AT1G26300.2	BSD	Genome	TF
Arabidopsis thaliana	AT1G55750.1	BSD	Genome	TF
Arabidopsis thaliana	AT1G69030.1	BSD	Genome	TF
Arabidopsis thaliana	AT2G10950.1	BSD	Genome	TF
Arabidopsis thaliana	AT3G24820.1	BSD	Genome	TF
Arabidopsis thaliana	AT3G49800.1	BSD	Genome	TF
Arabidopsis thaliana	AT3G61420.1	BSD	Genome	TF
Arabidopsis thaliana	AT4G13110.1	BSD	Genome	TF
Arabidopsis thaliana	AT5G65910.1	BSD	Genome	TF
Arabidopsis thaliana	AT1G03970.1	bZIP	Genome	TF
Arabidopsis thaliana	AT1G06070.1	bZIP	Genome	TF
Arabidopsis thaliana	AT1G06850.1	bZIP	Genome	TF
Arabidopsis thaliana	AT1G06850.2	bZIP	Genome	TF
Arabidopsis thaliana	AT1G08320.1	bZIP	Genome	TF
Arabidopsis thaliana	AT1G08320.2	bZIP	Genome	TF
Arabidopsis thaliana	AT1G08320.3	bZIP	Genome	TF
Arabidopsis thaliana	AT1G13600.1	bZIP	Genome	TF
Arabidopsis thaliana	AT1G19490.1	bZIP	Genome	TF
Arabidopsis thaliana	AT1G32150.1	bZIP	Genome	TF
Arabidopsis thaliana	AT1G42990.1	bZIP	Genome	TF
Arabidopsis thaliana	AT1G43700.1	bZIP	Genome	TF
Arabidopsis thaliana	AT1G45249.1	bZIP	Genome	TF
Arabidopsis thaliana	AT1G49720.1	bZIP	Genome	TF
Arabidopsis thaliana	AT1G59530.1	bZIP	Genome	TF
Arabidopsis thaliana	AT1G68640.1	bZIP	Genome	TF
Arabidopsis thaliana	AT1G68880.1	bZIP	Genome	TF
Arabidopsis thaliana	AT1G75390.1	bZIP	Genome	TF
Arabidopsis thaliana	AT1G75390.2	bZIP	Genome	TF
Arabidopsis thaliana	AT1G77920.1	bZIP	Genome	TF
Arabidopsis thaliana	AT2G04038.1	bZIP	Genome	TF
Arabidopsis thaliana	AT2G12900.1	bZIP	Genome	TF
Arabidopsis thaliana	AT2G12940.1	bZIP	Genome	TF
Arabidopsis thaliana	AT2G13150.1	bZIP	Genome	TF
Arabidopsis thaliana	AT2G16770.1	bZIP	Genome	TF
Arabidopsis thaliana	AT2G18160.1	bZIP	Genome	TF
Arabidopsis thaliana	AT2G21230.1	bZIP	Genome	TF
Arabidopsis thaliana	AT2G21230.2	bZIP	Genome	TF
Arabidopsis thaliana	AT2G21230.3	bZIP	Genome	TF
Arabidopsis thaliana	AT2G21235.1	bZIP	Genome	TF
Arabidopsis thaliana	AT2G22850.1	bZIP	Genome	TF
Arabidopsis thaliana	AT2G31370.1	bZIP	Genome	TF
Arabidopsis thaliana	AT2G31370.2	bZIP	Genome	TF
Arabidopsis thaliana	AT2G31370.3	bZIP	Genome	TF
Arabidopsis thaliana	AT2G31370.4	bZIP	Genome	TF
Arabidopsis thaliana	AT2G31370.5	bZIP	Genome	TF
Arabidopsis thaliana	AT2G35530.1	bZIP	Genome	TF
Arabidopsis thaliana	AT2G36270.1	bZIP	Genome	TF
Arabidopsis thaliana	AT2G40620.1	bZIP	Genome	TF
Arabidopsis thaliana	AT2G40950.1	bZIP	Genome	TF
Arabidopsis thaliana	AT2G41070.1	bZIP	Genome	TF
Arabidopsis thaliana	AT2G41070.2	bZIP	Genome	TF
Arabidopsis thaliana	AT2G41070.3	bZIP	Genome	TF
Arabidopsis thaliana	AT2G42380.1	bZIP	Genome	TF
Arabidopsis thaliana	AT2G42380.2	bZIP	Genome	TF
Arabidopsis thaliana	AT2G46270.1	bZIP	Genome	TF
Arabidopsis thaliana	AT2G46270.2	bZIP	Genome	TF
Arabidopsis thaliana	AT3G10800.1	bZIP	Genome	TF
Arabidopsis thaliana	AT3G12250.1	bZIP	Genome	TF
Arabidopsis thaliana	AT3G12250.2	bZIP	Genome	TF
Arabidopsis thaliana	AT3G12250.3	bZIP	Genome	TF
Arabidopsis thaliana	AT3G12250.4	bZIP	Genome	TF
Arabidopsis thaliana	AT3G12250.5	bZIP	Genome	TF
Arabidopsis thaliana	AT3G17609.1	bZIP	Genome	TF
Arabidopsis thaliana	AT3G17609.2	bZIP	Genome	TF
Arabidopsis thaliana	AT3G17609.3	bZIP	Genome	TF
Arabidopsis thaliana	AT3G17609.4	bZIP	Genome	TF
Arabidopsis thaliana	AT3G19290.1	bZIP	Genome	TF
Arabidopsis thaliana	AT3G30530.1	bZIP	Genome	TF
Arabidopsis thaliana	AT3G44460.1	bZIP	Genome	TF
Arabidopsis thaliana	AT3G49760.1	bZIP	Genome	TF
Arabidopsis thaliana	AT3G51960.1	bZIP	Genome	TF
Arabidopsis thaliana	AT3G51960.2	bZIP	Genome	TF
Arabidopsis thaliana	AT3G54620.1	bZIP	Genome	TF
Arabidopsis thaliana	AT3G54620.2	bZIP	Genome	TF
Arabidopsis thaliana	AT3G56660.1	bZIP	Genome	TF
Arabidopsis thaliana	AT3G56850.1	bZIP	Genome	TF
Arabidopsis thaliana	AT3G58120.1	bZIP	Genome	TF
Arabidopsis thaliana	AT3G62420.1	bZIP	Genome	TF
Arabidopsis thaliana	AT4G01120.1	bZIP	Genome	TF
Arabidopsis thaliana	AT4G02640.1	bZIP	Genome	TF
Arabidopsis thaliana	AT4G02640.2	bZIP	Genome	TF
Arabidopsis thaliana	AT4G34000.1	bZIP	Genome	TF
Arabidopsis thaliana	AT4G34000.2	bZIP	Genome	TF
Arabidopsis thaliana	AT4G34000.3	bZIP	Genome	TF
Arabidopsis thaliana	AT4G34590.1	bZIP	Genome	TF
Arabidopsis thaliana	AT4G35040.1	bZIP	Genome	TF
Arabidopsis thaliana	AT4G36730.1	bZIP	Genome	TF
Arabidopsis thaliana	AT4G36730.2	bZIP	Genome	TF
Arabidopsis thaliana	AT4G37730.1	bZIP	Genome	TF
Arabidopsis thaliana	AT4G38900.1	bZIP	Genome	TF
Arabidopsis thaliana	AT4G38900.2	bZIP	Genome	TF
Arabidopsis thaliana	AT4G38900.3	bZIP	Genome	TF
Arabidopsis thaliana	AT5G06839.1	bZIP	Genome	TF
Arabidopsis thaliana	AT5G06839.2	bZIP	Genome	TF
Arabidopsis thaliana	AT5G06950.1	bZIP	Genome	TF
Arabidopsis thaliana	AT5G06950.2	bZIP	Genome	TF
Arabidopsis thaliana	AT5G06950.3	bZIP	Genome	TF
Arabidopsis thaliana	AT5G06950.4	bZIP	Genome	TF
Arabidopsis thaliana	AT5G06960.1	bZIP	Genome	TF
Arabidopsis thaliana	AT5G06960.2	bZIP	Genome	TF
Arabidopsis thaliana	AT5G07160.1	bZIP	Genome	TF
Arabidopsis thaliana	AT5G08141.1	bZIP	Genome	TF
Arabidopsis thaliana	AT5G10030.1	bZIP	Genome	TF
Arabidopsis thaliana	AT5G11260.1	bZIP	Genome	TF
Arabidopsis thaliana	AT5G15830.1	bZIP	Genome	TF
Arabidopsis thaliana	AT5G24800.1	bZIP	Genome	TF
Arabidopsis thaliana	AT5G28770.1	bZIP	Genome	TF
Arabidopsis thaliana	AT5G28770.2	bZIP	Genome	TF
Arabidopsis thaliana	AT5G28770.3	bZIP	Genome	TF
Arabidopsis thaliana	AT5G38800.1	bZIP	Genome	TF
Arabidopsis thaliana	AT5G42910.1	bZIP	Genome	TF
Arabidopsis thaliana	AT5G44080.1	bZIP	Genome	TF
Arabidopsis thaliana	AT5G49450.1	bZIP	Genome	TF
Arabidopsis thaliana	AT5G60830.1	bZIP	Genome	TF
Arabidopsis thaliana	AT5G65210.1	bZIP	Genome	TF
Arabidopsis thaliana	AT5G65210.2	bZIP	Genome	TF
Arabidopsis thaliana	AT5G65210.3	bZIP	Genome	TF
Arabidopsis thaliana	AT5G65210.4	bZIP	Genome	TF
Arabidopsis thaliana	AT5G65210.5	bZIP	Genome	TF
Arabidopsis thaliana	AT5G65210.6	bZIP	Genome	TF
Arabidopsis thaliana	AT1G25440.1	C2C2-CO-like	Genome	TF
Arabidopsis thaliana	AT1G28050.1	C2C2-CO-like	Genome	TF
Arabidopsis thaliana	AT1G49130.1	C2C2-CO-like	Genome	TF
Arabidopsis thaliana	AT1G49130.2	C2C2-CO-like	Genome	TF
Arabidopsis thaliana	AT1G68520.1	C2C2-CO-like	Genome	TF
Arabidopsis thaliana	AT1G73870.1	C2C2-CO-like	Genome	TF
Arabidopsis thaliana	AT2G24790.1	C2C2-CO-like	Genome	TF
Arabidopsis thaliana	AT2G33500.1	C2C2-CO-like	Genome	TF
Arabidopsis thaliana	AT2G33500.2	C2C2-CO-like	Genome	TF
Arabidopsis thaliana	AT2G47890.1	C2C2-CO-like	Genome	TF
Arabidopsis thaliana	AT3G02380.1	C2C2-CO-like	Genome	TF
Arabidopsis thaliana	AT3G07650.1	C2C2-CO-like	Genome	TF
Arabidopsis thaliana	AT3G07650.2	C2C2-CO-like	Genome	TF
Arabidopsis thaliana	AT3G07650.3	C2C2-CO-like	Genome	TF
Arabidopsis thaliana	AT3G07650.4	C2C2-CO-like	Genome	TF
Arabidopsis thaliana	AT3G21880.1	C2C2-CO-like	Genome	TF
Arabidopsis thaliana	AT4G15250.1	C2C2-CO-like	Genome	TF
Arabidopsis thaliana	AT5G15840.1	C2C2-CO-like	Genome	TF
Arabidopsis thaliana	AT5G15850.1	C2C2-CO-like	Genome	TF
Arabidopsis thaliana	AT5G24930.1	C2C2-CO-like	Genome	TF
Arabidopsis thaliana	AT5G48250.1	C2C2-CO-like	Genome	TF
Arabidopsis thaliana	AT5G57660.1	C2C2-CO-like	Genome	TF
Arabidopsis thaliana	AT1G07640.1	C2C2-Dof	Genome	TF
Arabidopsis thaliana	AT1G07640.2	C2C2-Dof	Genome	TF
Arabidopsis thaliana	AT1G07640.3	C2C2-Dof	Genome	TF
Arabidopsis thaliana	AT1G21340.1	C2C2-Dof	Genome	TF
Arabidopsis thaliana	AT1G26790.1	C2C2-Dof	Genome	TF
Arabidopsis thaliana	AT1G28310.1	C2C2-Dof	Genome	TF
Arabidopsis thaliana	AT1G28310.2	C2C2-Dof	Genome	TF
Arabidopsis thaliana	AT1G29160.1	C2C2-Dof	Genome	TF
Arabidopsis thaliana	AT1G47655.1	C2C2-Dof	Genome	TF
Arabidopsis thaliana	AT1G51700.1	C2C2-Dof	Genome	TF
Arabidopsis thaliana	AT1G64620.1	C2C2-Dof	Genome	TF
Arabidopsis thaliana	AT1G69570.1	C2C2-Dof	Genome	TF
Arabidopsis thaliana	AT2G28510.1	C2C2-Dof	Genome	TF
Arabidopsis thaliana	AT2G28810.1	C2C2-Dof	Genome	TF
Arabidopsis thaliana	AT2G34140.1	C2C2-Dof	Genome	TF
Arabidopsis thaliana	AT2G37590.1	C2C2-Dof	Genome	TF
Arabidopsis thaliana	AT2G46590.1	C2C2-Dof	Genome	TF
Arabidopsis thaliana	AT2G46590.2	C2C2-Dof	Genome	TF
Arabidopsis thaliana	AT3G21270.1	C2C2-Dof	Genome	TF
Arabidopsis thaliana	AT3G45610.1	C2C2-Dof	Genome	TF
Arabidopsis thaliana	AT3G47500.1	C2C2-Dof	Genome	TF
Arabidopsis thaliana	AT3G50410.1	C2C2-Dof	Genome	TF
Arabidopsis thaliana	AT3G52440.1	C2C2-Dof	Genome	TF
Arabidopsis thaliana	AT3G55370.1	C2C2-Dof	Genome	TF
Arabidopsis thaliana	AT3G55370.2	C2C2-Dof	Genome	TF
Arabidopsis thaliana	AT3G61850.1	C2C2-Dof	Genome	TF
Arabidopsis thaliana	AT3G61850.2	C2C2-Dof	Genome	TF
Arabidopsis thaliana	AT3G61850.3	C2C2-Dof	Genome	TF
Arabidopsis thaliana	AT3G61850.4	C2C2-Dof	Genome	TF
Arabidopsis thaliana	AT4G00940.1	C2C2-Dof	Genome	TF
Arabidopsis thaliana	AT4G21030.1	C2C2-Dof	Genome	TF
Arabidopsis thaliana	AT4G21040.1	C2C2-Dof	Genome	TF
Arabidopsis thaliana	AT4G21050.1	C2C2-Dof	Genome	TF
Arabidopsis thaliana	AT4G21080.1	C2C2-Dof	Genome	TF
Arabidopsis thaliana	AT4G24060.1	C2C2-Dof	Genome	TF
Arabidopsis thaliana	AT4G38000.1	C2C2-Dof	Genome	TF
Arabidopsis thaliana	AT5G02460.1	C2C2-Dof	Genome	TF
Arabidopsis thaliana	AT5G39660.1	C2C2-Dof	Genome	TF
Arabidopsis thaliana	AT5G39660.2	C2C2-Dof	Genome	TF
Arabidopsis thaliana	AT5G60200.1	C2C2-Dof	Genome	TF
Arabidopsis thaliana	AT5G60850.1	C2C2-Dof	Genome	TF
Arabidopsis thaliana	AT5G62430.1	C2C2-Dof	Genome	TF
Arabidopsis thaliana	AT5G62940.1	C2C2-Dof	Genome	TF
Arabidopsis thaliana	AT5G65590.1	C2C2-Dof	Genome	TF
Arabidopsis thaliana	AT5G66940.1	C2C2-Dof	Genome	TF
Arabidopsis thaliana	AT1G08000.1	C2C2-GATA	Genome	TF
Arabidopsis thaliana	AT1G08000.2	C2C2-GATA	Genome	TF
Arabidopsis thaliana	AT1G08010.1	C2C2-GATA	Genome	TF
Arabidopsis thaliana	AT1G08010.2	C2C2-GATA	Genome	TF
Arabidopsis thaliana	AT1G51600.1	C2C2-GATA	Genome	TF
Arabidopsis thaliana	AT1G51600.2	C2C2-GATA	Genome	TF
Arabidopsis thaliana	AT2G18380.1	C2C2-GATA	Genome	TF
Arabidopsis thaliana	AT2G28340.1	C2C2-GATA	Genome	TF
Arabidopsis thaliana	AT2G45050.1	C2C2-GATA	Genome	TF
Arabidopsis thaliana	AT3G06740.1	C2C2-GATA	Genome	TF
Arabidopsis thaliana	AT3G16870.1	C2C2-GATA	Genome	TF
Arabidopsis thaliana	AT3G20750.1	C2C2-GATA	Genome	TF
Arabidopsis thaliana	AT3G21175.1	C2C2-GATA	Genome	TF
Arabidopsis thaliana	AT3G21175.2	C2C2-GATA	Genome	TF
Arabidopsis thaliana	AT3G24050.1	C2C2-GATA	Genome	TF
Arabidopsis thaliana	AT3G45170.1	C2C2-GATA	Genome	TF
Arabidopsis thaliana	AT3G50870.1	C2C2-GATA	Genome	TF
Arabidopsis thaliana	AT3G51080.1	C2C2-GATA	Genome	TF
Arabidopsis thaliana	AT3G54810.1	C2C2-GATA	Genome	TF
Arabidopsis thaliana	AT3G54810.2	C2C2-GATA	Genome	TF
Arabidopsis thaliana	AT3G60530.1	C2C2-GATA	Genome	TF
Arabidopsis thaliana	AT4G17570.1	C2C2-GATA	Genome	TF
Arabidopsis thaliana	AT4G24470.1	C2C2-GATA	Genome	TF
Arabidopsis thaliana	AT4G24470.2	C2C2-GATA	Genome	TF
Arabidopsis thaliana	AT4G26150.1	C2C2-GATA	Genome	TF
Arabidopsis thaliana	AT4G32890.1	C2C2-GATA	Genome	TF
Arabidopsis thaliana	AT4G34680.1	C2C2-GATA	Genome	TF
Arabidopsis thaliana	AT4G34680.2	C2C2-GATA	Genome	TF
Arabidopsis thaliana	AT4G36240.1	C2C2-GATA	Genome	TF
Arabidopsis thaliana	AT4G36620.1	C2C2-GATA	Genome	TF
Arabidopsis thaliana	AT5G25830.1	C2C2-GATA	Genome	TF
Arabidopsis thaliana	AT5G26930.1	C2C2-GATA	Genome	TF
Arabidopsis thaliana	AT5G47140.1	C2C2-GATA	Genome	TF
Arabidopsis thaliana	AT5G49300.1	C2C2-GATA	Genome	TF
Arabidopsis thaliana	AT5G56860.1	C2C2-GATA	Genome	TF
Arabidopsis thaliana	AT5G66320.1	C2C2-GATA	Genome	TF
Arabidopsis thaliana	AT5G66320.2	C2C2-GATA	Genome	TF
Arabidopsis thaliana	AT1G08465.1	C2C2-YABBY	Genome	TF
Arabidopsis thaliana	AT1G23420.1	C2C2-YABBY	Genome	TF
Arabidopsis thaliana	AT1G69180.1	C2C2-YABBY	Genome	TF
Arabidopsis thaliana	AT2G26580.1	C2C2-YABBY	Genome	TF
Arabidopsis thaliana	AT2G26580.2	C2C2-YABBY	Genome	TF
Arabidopsis thaliana	AT2G45190.1	C2C2-YABBY	Genome	TF
Arabidopsis thaliana	AT4G00180.1	C2C2-YABBY	Genome	TF
Arabidopsis thaliana	AT4G00180.2	C2C2-YABBY	Genome	TF
Arabidopsis thaliana	AT1G02030.1	C2H2	Genome	TF
Arabidopsis thaliana	AT1G02040.1	C2H2	Genome	TF
Arabidopsis thaliana	AT1G03840.1	C2H2	Genome	TF
Arabidopsis thaliana	AT1G03840.2	C2H2	Genome	TF
Arabidopsis thaliana	AT1G08290.1	C2H2	Genome	TF
Arabidopsis thaliana	AT1G10480.1	C2H2	Genome	TF
Arabidopsis thaliana	AT1G13290.1	C2H2	Genome	TF
Arabidopsis thaliana	AT1G14580.1	C2H2	Genome	TF
Arabidopsis thaliana	AT1G24625.1	C2H2	Genome	TF
Arabidopsis thaliana	AT1G25250.1	C2H2	Genome	TF
Arabidopsis thaliana	AT1G26590.1	C2H2	Genome	TF
Arabidopsis thaliana	AT1G26610.1	C2H2	Genome	TF
Arabidopsis thaliana	AT1G27730.1	C2H2	Genome	TF
Arabidopsis thaliana	AT1G30970.1	C2H2	Genome	TF
Arabidopsis thaliana	AT1G34370.1	C2H2	Genome	TF
Arabidopsis thaliana	AT1G34370.2	C2H2	Genome	TF
Arabidopsis thaliana	AT1G34370.3	C2H2	Genome	TF
Arabidopsis thaliana	AT1G34790.1	C2H2	Genome	TF
Arabidopsis thaliana	AT1G49900.1	C2H2	Genome	TF
Arabidopsis thaliana	AT1G51220.1	C2H2	Genome	TF
Arabidopsis thaliana	AT1G55110.1	C2H2	Genome	TF
Arabidopsis thaliana	AT1G66140.1	C2H2	Genome	TF
Arabidopsis thaliana	AT1G68130.1	C2H2	Genome	TF
Arabidopsis thaliana	AT1G68130.2	C2H2	Genome	TF
Arabidopsis thaliana	AT1G72050.1	C2H2	Genome	TF
Arabidopsis thaliana	AT1G72050.2	C2H2	Genome	TF
Arabidopsis thaliana	AT1G75710.1	C2H2	Genome	TF
Arabidopsis thaliana	AT1G80730.1	C2H2	Genome	TF
Arabidopsis thaliana	AT2G01940.1	C2H2	Genome	TF
Arabidopsis thaliana	AT2G01940.2	C2H2	Genome	TF
Arabidopsis thaliana	AT2G01940.3	C2H2	Genome	TF
Arabidopsis thaliana	AT2G02070.1	C2H2	Genome	TF
Arabidopsis thaliana	AT2G02080.1	C2H2	Genome	TF
Arabidopsis thaliana	AT2G02080.2	C2H2	Genome	TF
Arabidopsis thaliana	AT2G15740.1	C2H2	Genome	TF
Arabidopsis thaliana	AT2G17180.1	C2H2	Genome	TF
Arabidopsis thaliana	AT2G18490.1	C2H2	Genome	TF
Arabidopsis thaliana	AT2G23740.1	C2H2	Genome	TF
Arabidopsis thaliana	AT2G26940.1	C2H2	Genome	TF
Arabidopsis thaliana	AT2G28200.1	C2H2	Genome	TF
Arabidopsis thaliana	AT2G28710.1	C2H2	Genome	TF
Arabidopsis thaliana	AT2G29660.1	C2H2	Genome	TF
Arabidopsis thaliana	AT2G37430.1	C2H2	Genome	TF
Arabidopsis thaliana	AT2G37740.1	C2H2	Genome	TF
Arabidopsis thaliana	AT2G41835.1	C2H2	Genome	TF
Arabidopsis thaliana	AT2G41940.1	C2H2	Genome	TF
Arabidopsis thaliana	AT2G42410.1	C2H2	Genome	TF
Arabidopsis thaliana	AT2G45120.1	C2H2	Genome	TF
Arabidopsis thaliana	AT2G48100.1	C2H2	Genome	TF
Arabidopsis thaliana	AT2G48100.2	C2H2	Genome	TF
Arabidopsis thaliana	AT2G48100.3	C2H2	Genome	TF
Arabidopsis thaliana	AT2G48100.4	C2H2	Genome	TF
Arabidopsis thaliana	AT3G10470.1	C2H2	Genome	TF
Arabidopsis thaliana	AT3G13810.1	C2H2	Genome	TF
Arabidopsis thaliana	AT3G19580.1	C2H2	Genome	TF
Arabidopsis thaliana	AT3G19580.2	C2H2	Genome	TF
Arabidopsis thaliana	AT3G20880.1	C2H2	Genome	TF
Arabidopsis thaliana	AT3G23130.1	C2H2	Genome	TF
Arabidopsis thaliana	AT3G29340.1	C2H2	Genome	TF
Arabidopsis thaliana	AT3G45260.1	C2H2	Genome	TF
Arabidopsis thaliana	AT3G46070.1	C2H2	Genome	TF
Arabidopsis thaliana	AT3G46080.1	C2H2	Genome	TF
Arabidopsis thaliana	AT3G46090.1	C2H2	Genome	TF
Arabidopsis thaliana	AT3G48430.1	C2H2	Genome	TF
Arabidopsis thaliana	AT3G49930.1	C2H2	Genome	TF
Arabidopsis thaliana	AT3G50700.1	C2H2	Genome	TF
Arabidopsis thaliana	AT3G53600.1	C2H2	Genome	TF
Arabidopsis thaliana	AT3G53820.1	C2H2	Genome	TF
Arabidopsis thaliana	AT3G57480.1	C2H2	Genome	TF
Arabidopsis thaliana	AT3G57670.1	C2H2	Genome	TF
Arabidopsis thaliana	AT3G58070.1	C2H2	Genome	TF
Arabidopsis thaliana	AT3G60580.1	C2H2	Genome	TF
Arabidopsis thaliana	AT4G02670.1	C2H2	Genome	TF
Arabidopsis thaliana	AT4G06634.1	C2H2	Genome	TF
Arabidopsis thaliana	AT4G06634.2	C2H2	Genome	TF
Arabidopsis thaliana	AT4G12240.1	C2H2	Genome	TF
Arabidopsis thaliana	AT4G16610.1	C2H2	Genome	TF
Arabidopsis thaliana	AT4G17810.1	C2H2	Genome	TF
Arabidopsis thaliana	AT4G25610.1	C2H2	Genome	TF
Arabidopsis thaliana	AT4G35280.1	C2H2	Genome	TF
Arabidopsis thaliana	AT5G01860.1	C2H2	Genome	TF
Arabidopsis thaliana	AT5G03150.1	C2H2	Genome	TF
Arabidopsis thaliana	AT5G03510.1	C2H2	Genome	TF
Arabidopsis thaliana	AT5G03740.1	C2H2	Genome	TF
Arabidopsis thaliana	AT5G04240.1	C2H2	Genome	TF
Arabidopsis thaliana	AT5G04340.1	C2H2	Genome	TF
Arabidopsis thaliana	AT5G04390.1	C2H2	Genome	TF
Arabidopsis thaliana	AT5G05120.1	C2H2	Genome	TF
Arabidopsis thaliana	AT5G06070.1	C2H2	Genome	TF
Arabidopsis thaliana	AT5G06650.1	C2H2	Genome	TF
Arabidopsis thaliana	AT5G09740.1	C2H2	Genome	TF
Arabidopsis thaliana	AT5G10970.1	C2H2	Genome	TF
Arabidopsis thaliana	AT5G14010.1	C2H2	Genome	TF
Arabidopsis thaliana	AT5G15480.1	C2H2	Genome	TF
Arabidopsis thaliana	AT5G22890.1	C2H2	Genome	TF
Arabidopsis thaliana	AT5G22990.1	C2H2	Genome	TF
Arabidopsis thaliana	AT5G25160.1	C2H2	Genome	TF
Arabidopsis thaliana	AT5G27880.1	C2H2	Genome	TF
Arabidopsis thaliana	AT5G40310.1	C2H2	Genome	TF
Arabidopsis thaliana	AT5G42640.1	C2H2	Genome	TF
Arabidopsis thaliana	AT5G43170.1	C2H2	Genome	TF
Arabidopsis thaliana	AT5G43540.1	C2H2	Genome	TF
Arabidopsis thaliana	AT5G44160.1	C2H2	Genome	TF
Arabidopsis thaliana	AT5G52010.1	C2H2	Genome	TF
Arabidopsis thaliana	AT5G56200.1	C2H2	Genome	TF
Arabidopsis thaliana	AT5G57520.1	C2H2	Genome	TF
Arabidopsis thaliana	AT5G59820.1	C2H2	Genome	TF
Arabidopsis thaliana	AT5G60470.1	C2H2	Genome	TF
Arabidopsis thaliana	AT5G61470.1	C2H2	Genome	TF
Arabidopsis thaliana	AT5G63280.1	C2H2	Genome	TF
Arabidopsis thaliana	AT5G66730.1	C2H2	Genome	TF
Arabidopsis thaliana	AT5G67450.1	C2H2	Genome	TF
Arabidopsis thaliana	AT1G01350.1	C3H	Genome	TF
Arabidopsis thaliana	AT1G03790.1	C3H	Genome	TF
Arabidopsis thaliana	AT1G04990.1	C3H	Genome	TF
Arabidopsis thaliana	AT1G04990.2	C3H	Genome	TF
Arabidopsis thaliana	AT1G07360.1	C3H	Genome	TF
Arabidopsis thaliana	AT1G10320.1	C3H	Genome	TF
Arabidopsis thaliana	AT1G19860.1	C3H	Genome	TF
Arabidopsis thaliana	AT1G21570.1	C3H	Genome	TF
Arabidopsis thaliana	AT1G27650.1	C3H	Genome	TF
Arabidopsis thaliana	AT1G27650.2	C3H	Genome	TF
Arabidopsis thaliana	AT1G29560.1	C3H	Genome	TF
Arabidopsis thaliana	AT1G29560.2	C3H	Genome	TF
